"REF_DATE","GEO","DGUID","Age group","Sex","Severity of disability","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Male","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317636","3.1.2.1.1","45140","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Male","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317637","3.1.2.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Male","Mild ","Number of persons","Number","223","units ","0","v1035317638","3.1.2.2.1","15940","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Male","Mild ","Percentage of persons","Percent","239","units ","0","v1035317639","3.1.2.2.2","35.3","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Male","Moderate ","Number of persons","Number","223","units ","0","v1035317640","3.1.2.3.1","10400","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Male","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317641","3.1.2.3.2","23.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Male","Severe ","Number of persons","Number","223","units ","0","v1035317642","3.1.2.4.1","9000","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Male","Severe ","Percentage of persons","Percent","239","units ","0","v1035317643","3.1.2.4.2","19.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Male","Very severe ","Number of persons","Number","223","units ","0","v1035317644","3.1.2.5.1","9810","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Male","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317645","3.1.2.5.2","21.7","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Female","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317646","3.1.3.1.1","56440","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Female","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317647","3.1.3.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Female","Mild ","Number of persons","Number","223","units ","0","v1035317648","3.1.3.2.1","19550","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Female","Mild ","Percentage of persons","Percent","239","units ","0","v1035317649","3.1.3.2.2","34.6","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Female","Moderate ","Number of persons","Number","223","units ","0","v1035317650","3.1.3.3.1","12290","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Female","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317651","3.1.3.3.2","21.8","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Female","Severe ","Number of persons","Number","223","units ","0","v1035317652","3.1.3.4.1","11320","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Female","Severe ","Percentage of persons","Percent","239","units ","0","v1035317653","3.1.3.4.2","20.1","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Female","Very severe ","Number of persons","Number","223","units ","0","v1035317654","3.1.3.5.1","13280","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Female","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317655","3.1.3.5.2","23.5","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Total, both sexes","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317656","3.2.1.1.1","72410","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Total, both sexes","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317657","3.2.1.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Total, both sexes","Mild ","Number of persons","Number","223","units ","0","v1035317658","3.2.1.2.1","28570","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Total, both sexes","Mild ","Percentage of persons","Percent","239","units ","0","v1035317659","3.2.1.2.2","39.5","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Total, both sexes","Moderate ","Number of persons","Number","223","units ","0","v1035317660","3.2.1.3.1","16180","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Total, both sexes","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317661","3.2.1.3.2","22.3","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Total, both sexes","Severe ","Number of persons","Number","223","units ","0","v1035317662","3.2.1.4.1","12890","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Total, both sexes","Severe ","Percentage of persons","Percent","239","units ","0","v1035317663","3.2.1.4.2","17.8","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Total, both sexes","Very severe ","Number of persons","Number","223","units ","0","v1035317664","3.2.1.5.1","14760","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Total, both sexes","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317665","3.2.1.5.2","20.4","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Male","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317666","3.2.2.1.1","31520","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Male","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317667","3.2.2.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Male","Mild ","Number of persons","Number","223","units ","0","v1035317668","3.2.2.2.1","12880","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Male","Mild ","Percentage of persons","Percent","239","units ","0","v1035317669","3.2.2.2.2","40.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Male","Moderate ","Number of persons","Number","223","units ","0","v1035317670","3.2.2.3.1","7300","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Male","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317671","3.2.2.3.2","23.2","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Male","Severe ","Number of persons","Number","223","units ","0","v1035317672","3.2.2.4.1","5060","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Male","Severe ","Percentage of persons","Percent","239","units ","0","v1035317673","3.2.2.4.2","16.1","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Male","Very severe ","Number of persons","Number","223","units ","0","v1035317674","3.2.2.5.1","6270","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Male","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317675","3.2.2.5.2","19.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Female","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317676","3.2.3.1.1","40890","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Female","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317677","3.2.3.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Female","Mild ","Number of persons","Number","223","units ","0","v1035317678","3.2.3.2.1","15690","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Female","Mild ","Percentage of persons","Percent","239","units ","0","v1035317679","3.2.3.2.2","38.4","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Female","Moderate ","Number of persons","Number","223","units ","0","v1035317680","3.2.3.3.1","8880","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Female","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317681","3.2.3.3.2","21.7","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Female","Severe ","Number of persons","Number","223","units ","0","v1035317682","3.2.3.4.1","7830","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Female","Severe ","Percentage of persons","Percent","239","units ","0","v1035317683","3.2.3.4.2","19.1","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Female","Very severe ","Number of persons","Number","223","units ","0","v1035317684","3.2.3.5.1","8490","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 64 years","Female","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317685","3.2.3.5.2","20.8","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Total, both sexes","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317686","3.3.1.1.1","8860","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Total, both sexes","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317687","3.3.1.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Total, both sexes","Mild ","Number of persons","Number","223","units ","0","v1035317688","3.3.1.2.1","4810","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Total, both sexes","Mild ","Percentage of persons","Percent","239","units ","0","v1035317689","3.3.1.2.2","54.3","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Total, both sexes","Moderate ","Number of persons","Number","223","units ","0","v1035317690","3.3.1.3.1","1910","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Total, both sexes","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317691","3.3.1.3.2","21.6","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Total, both sexes","Severe ","Number of persons","Number","223","units ","0","v1035317692","3.3.1.4.1","1520","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Total, both sexes","Severe ","Percentage of persons","Percent","239","units ","0","v1035317693","3.3.1.4.2","17.2","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Total, both sexes","Very severe ","Number of persons","Number","223","units ","0","v1035317694","3.3.1.5.1","620","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Total, both sexes","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317695","3.3.1.5.2","7.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Male","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317696","3.3.2.1.1","3590","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Male","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317697","3.3.2.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Male","Mild ","Number of persons","Number","223","units ","0","v1035317698","3.3.2.2.1","2160","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Male","Mild ","Percentage of persons","Percent","239","units ","0","v1035317699","3.3.2.2.2","60.2","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Male","Moderate ","Number of persons","Number","223","units ","0","v1035317700","3.3.2.3.1","560","E","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Male","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317701","3.3.2.3.2","15.6","E","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Male","Severe ","Number of persons","Number","223","units ","0","v1035317702","3.3.2.4.1","560","E","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Male","Severe ","Percentage of persons","Percent","239","units ","0","v1035317703","3.3.2.4.2","15.6","E","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Male","Very severe ","Number of persons","Number","223","units ","0","v1035317704","3.3.2.5.1","310","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Male","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317705","3.3.2.5.2","8.6","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Female","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317706","3.3.3.1.1","5270","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Female","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317707","3.3.3.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Female","Mild ","Number of persons","Number","223","units ","0","v1035317708","3.3.3.2.1","2660","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Female","Mild ","Percentage of persons","Percent","239","units ","0","v1035317709","3.3.3.2.2","50.5","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Female","Moderate ","Number of persons","Number","223","units ","0","v1035317710","3.3.3.3.1","1350","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Female","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317711","3.3.3.3.2","25.6","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Female","Severe ","Number of persons","Number","223","units ","0","v1035317712","3.3.3.4.1","970","","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Female","Severe ","Percentage of persons","Percent","239","units ","0","v1035317713","3.3.3.4.2","18.4","","","","1"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Female","Very severe ","Number of persons","Number","223","units ","0","v1035317714","3.3.3.5.1","300","E","","","0"
"2017","Newfoundland and Labrador","2016A000210","15 to 24 years","Female","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317715","3.3.3.5.2","5.7","E","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Total, both sexes","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317716","3.4.1.1.1","20940","","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Total, both sexes","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317717","3.4.1.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Total, both sexes","Mild ","Number of persons","Number","223","units ","0","v1035317718","3.4.1.2.1","8800","","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Total, both sexes","Mild ","Percentage of persons","Percent","239","units ","0","v1035317719","3.4.1.2.2","42.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Total, both sexes","Moderate ","Number of persons","Number","223","units ","0","v1035317720","3.4.1.3.1","5080","","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Total, both sexes","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317721","3.4.1.3.2","24.3","","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Total, both sexes","Severe ","Number of persons","Number","223","units ","0","v1035317722","3.4.1.4.1","4150","","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Total, both sexes","Severe ","Percentage of persons","Percent","239","units ","0","v1035317723","3.4.1.4.2","19.8","","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Total, both sexes","Very severe ","Number of persons","Number","223","units ","0","v1035317724","3.4.1.5.1","2910","","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Total, both sexes","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317725","3.4.1.5.2","13.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Male","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317726","3.4.2.1.1","7830","","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Male","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317727","3.4.2.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Male","Mild ","Number of persons","Number","223","units ","0","v1035317728","3.4.2.2.1","3300","","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Male","Mild ","Percentage of persons","Percent","239","units ","0","v1035317729","3.4.2.2.2","42.1","","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Male","Moderate ","Number of persons","Number","223","units ","0","v1035317730","3.4.2.3.1","1830","E","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Male","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317731","3.4.2.3.2","23.4","","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Male","Severe ","Number of persons","Number","223","units ","0","v1035317732","3.4.2.4.1","1770","","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Male","Severe ","Percentage of persons","Percent","239","units ","0","v1035317733","3.4.2.4.2","22.6","","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Male","Very severe ","Number of persons","Number","223","units ","0","v1035317734","3.4.2.5.1","930","","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Male","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317735","3.4.2.5.2","11.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Female","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317736","3.4.3.1.1","13110","","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Female","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317737","3.4.3.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Female","Mild ","Number of persons","Number","223","units ","0","v1035317738","3.4.3.2.1","5490","","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Female","Mild ","Percentage of persons","Percent","239","units ","0","v1035317739","3.4.3.2.2","41.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Female","Moderate ","Number of persons","Number","223","units ","0","v1035317740","3.4.3.3.1","3250","","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Female","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317741","3.4.3.3.2","24.8","","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Female","Severe ","Number of persons","Number","223","units ","0","v1035317742","3.4.3.4.1","2380","","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Female","Severe ","Percentage of persons","Percent","239","units ","0","v1035317743","3.4.3.4.2","18.2","","","","1"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Female","Very severe ","Number of persons","Number","223","units ","0","v1035317744","3.4.3.5.1","1980","","","","0"
"2017","Newfoundland and Labrador","2016A000210","25 to 44 years","Female","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317745","3.4.3.5.2","15.1","","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Total, both sexes","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317746","3.5.1.1.1","42610","","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Total, both sexes","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317747","3.5.1.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Total, both sexes","Mild ","Number of persons","Number","223","units ","0","v1035317748","3.5.1.2.1","14970","","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Total, both sexes","Mild ","Percentage of persons","Percent","239","units ","0","v1035317749","3.5.1.2.2","35.1","","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Total, both sexes","Moderate ","Number of persons","Number","223","units ","0","v1035317750","3.5.1.3.1","9200","","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Total, both sexes","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317751","3.5.1.3.2","21.6","","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Total, both sexes","Severe ","Number of persons","Number","223","units ","0","v1035317752","3.5.1.4.1","7210","","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Total, both sexes","Severe ","Percentage of persons","Percent","239","units ","0","v1035317753","3.5.1.4.2","16.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Total, both sexes","Very severe ","Number of persons","Number","223","units ","0","v1035317754","3.5.1.5.1","11230","","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Total, both sexes","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317755","3.5.1.5.2","26.4","","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Male","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317756","3.5.2.1.1","20100","","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Male","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317757","3.5.2.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Male","Mild ","Number of persons","Number","223","units ","0","v1035317758","3.5.2.2.1","7420","","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Male","Mild ","Percentage of persons","Percent","239","units ","0","v1035317759","3.5.2.2.2","36.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Male","Moderate ","Number of persons","Number","223","units ","0","v1035317760","3.5.2.3.1","4920","","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Male","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317761","3.5.2.3.2","24.5","","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Male","Severe ","Number of persons","Number","223","units ","0","v1035317762","3.5.2.4.1","2730","E","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Male","Severe ","Percentage of persons","Percent","239","units ","0","v1035317763","3.5.2.4.2","13.6","E","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Male","Very severe ","Number of persons","Number","223","units ","0","v1035317764","3.5.2.5.1","5030","","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Male","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317765","3.5.2.5.2","25.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Female","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317766","3.5.3.1.1","22500","","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Female","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317767","3.5.3.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Female","Mild ","Number of persons","Number","223","units ","0","v1035317768","3.5.3.2.1","7540","","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Female","Mild ","Percentage of persons","Percent","239","units ","0","v1035317769","3.5.3.2.2","33.5","","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Female","Moderate ","Number of persons","Number","223","units ","0","v1035317770","3.5.3.3.1","4280","","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Female","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317771","3.5.3.3.2","19.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Female","Severe ","Number of persons","Number","223","units ","0","v1035317772","3.5.3.4.1","4480","","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Female","Severe ","Percentage of persons","Percent","239","units ","0","v1035317773","3.5.3.4.2","19.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Female","Very severe ","Number of persons","Number","223","units ","0","v1035317774","3.5.3.5.1","6200","","","","0"
"2017","Newfoundland and Labrador","2016A000210","45 to 64 years","Female","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317775","3.5.3.5.2","27.6","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Total, both sexes","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317776","3.6.1.1.1","29180","","","","0"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Total, both sexes","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317777","3.6.1.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Total, both sexes","Mild ","Number of persons","Number","223","units ","0","v1035317778","3.6.1.2.1","6920","","","","0"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Total, both sexes","Mild ","Percentage of persons","Percent","239","units ","0","v1035317779","3.6.1.2.2","23.7","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Total, both sexes","Moderate ","Number of persons","Number","223","units ","0","v1035317780","3.6.1.3.1","6500","","","","0"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Total, both sexes","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317781","3.6.1.3.2","22.3","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Total, both sexes","Severe ","Number of persons","Number","223","units ","0","v1035317782","3.6.1.4.1","7430","","","","0"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Total, both sexes","Severe ","Percentage of persons","Percent","239","units ","0","v1035317783","3.6.1.4.2","25.5","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Total, both sexes","Very severe ","Number of persons","Number","223","units ","0","v1035317784","3.6.1.5.1","8330","","","","0"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Total, both sexes","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317785","3.6.1.5.2","28.5","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Male","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317786","3.6.2.1.1","13620","","","","0"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Male","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317787","3.6.2.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Male","Mild ","Number of persons","Number","223","units ","0","v1035317788","3.6.2.2.1","3060","","","","0"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Male","Mild ","Percentage of persons","Percent","239","units ","0","v1035317789","3.6.2.2.2","22.5","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Male","Moderate ","Number of persons","Number","223","units ","0","v1035317790","3.6.2.3.1","3090","","","","0"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Male","Moderate ","Percentage of persons","Percent","239","units ","0","v1035317791","3.6.2.3.2","22.7","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Male","Severe ","Number of persons","Number","223","units ","0","v1035317792","3.6.2.4.1","3940","","","","0"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Male","Severe ","Percentage of persons","Percent","239","units ","0","v1035317793","3.6.2.4.2","28.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Male","Very severe ","Number of persons","Number","223","units ","0","v1035317794","3.6.2.5.1","3540","","","","0"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Male","Very severe ","Percentage of persons","Percent","239","units ","0","v1035317795","3.6.2.5.2","26.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Female","Persons with disabilities, all severity levels","Number of persons","Number","223","units ","0","v1035317796","3.6.3.1.1","15550","","","","0"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Female","Persons with disabilities, all severity levels","Percentage of persons","Percent","239","units ","0","v1035317797","3.6.3.1.2","100.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Female","Mild ","Number of persons","Number","223","units ","0","v1035317798","3.6.3.2.1","3860","","","","0"
